-2.359814887333621e-6,-1.5917543575489451e-7,-1.6176203719974845e-6,-5.116678071306994e-7,-7.427449246494245e-7,-1.0693307072774407e-6,4.0509835966894085e-7,7.92807013822631e-7,-1.916700530004824e-6,2.3058766326051455e-6,-3.667259180899888e-6,2.4737994379060143e-6,-4.458917509653496e-6,-4.574738661333226e-6,-4.8738720705029815e-6,-4.367467588030599e-6,-4.229309770387946e-6,-4.8382311596136285e-6,-4.692557247789867e-6,-4.831639892123585e-6,-4.959685811150505e-6,-4.980522966655155e-6,-4.908344360799333e-6,-3.184359219995675e-6,-4.393156745078065e-6,-4.222600325442109e-6,-1.830935663875054e-6,-1.6882724304795567e-6,-1.2139365695450804e-6,1.832942828511975e-7,7.764638830067022e-7,-1.995396565875397e-6,-3.6288534499950203e-6,-3.3274147818851658e-6,-4.587629771166883e-6,-4.791350518174267e-6,-4.383750527603314e-6,4.777809736577536e-6,-3.1817834608815664e-6,-3.945378791717358e-6,-3.1751899655927442e-9,8.771568744487063e-8,4.6407079261349516e-8,2.4824994377706667e-7,2.550735642722309e-7,3.0564949354108454e-7,1.9611962638451736e-7,1.2901537726686206e-7,1.223038873565742e-7,1.182897567417633e-7
-2.4166496667053716e-6,-1.800204943760636e-7,-1.6152727595860926e-6,-4.847250759093962e-7,-7.559466463647374e-7,-1.0259598696701566e-6,4.425660926042234e-7,8.465567921173277e-7,-1.962404665290073e-6,2.3160005162307806e-6,-3.662791661344488e-6,2.4496094607196598e-6,-4.434806826821268e-6,-4.5753877839593085e-6,-4.8920855340963555e-6,-4.40093781106402e-6,-4.221817412658435e-6,-4.824972016087467e-6,-4.5973786088199725e-6,-4.81081487143921e-6,-4.960753257152943e-6,-4.983894127990521e-6,-4.890306457855797e-6,-3.3079014350551846e-6,-4.3709452514456205e-6,-4.208908218745377e-6,-1.8983269371166206e-6,-1.8428180456358876e-6,-1.2086436782848572e-6,2.175020684007904e-7,8.52678923762694e-7,-1.952974551271214e-6,-3.6492741515188423e-6,-3.350312206678733e-6,-4.557993208627819e-6,-4.830285483019471e-6,-4.422493158882636e-6,4.969184542763885e-6,-3.3151782904529118e-6,-3.95549961414287e-6,-4.747607262605458e-9,7.272424541285348e-8,5.490582994042101e-8,2.594718574089237e-7,2.0094437722156417e-7,2.740460163776572e-7,1.9238041585747456e-7,1.048932829565242e-7,9.027640155663022e-8,1.1685768533273219e-7
-2.3474926703741716e-6,-1.5744064724975275e-7,-1.6258108506363093e-6,-5.017369748482033e-7,-7.563784854834633e-7,-1.0699774871691346e-6,4.049698010900838e-7,8.597763747611301e-7,-1.9055925683702889e-6,2.291307587399415e-6,-3.6426615475378166e-6,2.415371256786489e-6,-4.4480478154781805e-6,-4.580216135286596e-6,-4.890634544299461e-6,-4.395634011830121e-6,-4.2708896822623385e-6,-4.8250238639649546e-6,-4.558492087633243e-6,-4.81380001348122e-6,-4.955597295853494e-6,-4.979151483877657e-6,-4.940240107454908e-6,-3.3590287604517084e-6,-4.341745215900543e-6,-4.163607872425692e-6,-1.8898691504565497e-6,-1.702067327913128e-6,-1.1906586528498356e-6,1.7763627584821086e-7,8.887257658298241e-7,-1.927524349748446e-6,-3.656035445068252e-6,-3.367070234223871e-6,-4.568142358955311e-6,-4.744629204657094e-6,-4.40521755668549e-6,4.99333333453271e-6,-3.38452393682395e-6,-3.9304075031480346e-6,-1.0973775715408831e-9,7.928678478271476e-8,5.6259937668953394e-8,2.650598509532349e-7,2.1712118400475282e-7,3.2918778580331356e-7,2.0571197194471002e-7,1.6240758729828481e-7,8.769434249105396e-8,1.541990452610056e-7
-2.2467673953895854e-6,-1.586826000079747e-7,-1.619774028371495e-6,-5.185363981411765e-7,-7.896999396615373e-7,-1.0871585374312018e-6,3.916974879344921e-7,8.639021188027214e-7,-1.8975278557498736e-6,2.23627146049997e-6,-3.6263802912893358e-6,2.413368420344305e-6,-4.4647526606248924e-6,-4.5911872280951405e-6,-4.902804763775472e-6,-4.423619477696235e-6,-4.256878414536768e-6,-4.789426230826746e-6,-4.7202823274750765e-6,-4.807648716834585e-6,-4.959370298190774e-6,-4.982336324505256e-6,-4.9151830371968625e-6,-3.3553009110778443e-6,-4.323178165974134e-6,-4.166354739665417e-6,-1.9267952619410608e-6,-1.6687985782631248e-6,-1.2483070266054732e-6,2.0798659035350572e-7,9.419713707825093e-7,-1.8747579817758893e-6,-3.678339891100118e-6,-3.3168669866194253e-6,-4.60009219951092e-6,-4.904260760555199e-6,-4.425983894938517e-6,4.992153699346003e-6,-3.3194770322252263e-6,-3.942794326198562e-6,-8.159100578011442e-10,9.26915682519383e-8,4.493691482625967e-8,2.431840467663102e-7,2.191078463148428e-7,2.4444242331910805e-7,1.931548136703131e-7,1.4785028858268628e-7,9.719744184706203e-8,1.2796426915340753e-7
-2.533891975465765e-6,-1.4341207797208738e-7,-1.5870387222680045e-6,-4.546569167349624e-7,-7.537146987370566e-7,-1.0004454291351824e-6,4.67737719230413e-7,7.879041734793316e-7,-1.955947057361819e-6,2.3366503170464823e-6,-3.668238848499615e-6,2.479620777203866e-6,-4.473910752992327e-6,-4.580106379814876e-6,-4.900018850356462e-6,-4.3752195873588735e-6,-4.257470167837175e-6,-4.802103107052996e-6,-4.750997893021328e-6,-4.7961079613377985e-6,-4.942732414928386e-6,-4.973423848144153e-6,-4.943231482999605e-6,-3.3773810013884295e-6,-4.3688481632236894e-6,-4.1667359803173146e-6,-1.8750981199804865e-6,-1.9309236447157816e-6,-1.1803296903187244e-6,2.0547480603843575e-7,8.065191121662671e-7,-1.9227642306362404e-6,-3.681674975109525e-6,-3.2727114578440713e-6,-4.577627718337405e-6,-4.8146696191335016e-6,-4.371943448580999e-6,4.996328454302655e-6,-3.3409242271210117e-6,-3.909371528817419e-6,2.903442326541103e-9,7.626263077438933e-8,6.527943035297112e-8,2.578336144618122e-7,2.3095174918830988e-7,2.6483140984588855e-7,2.3163670630497362e-7,1.6574535311136526e-7,1.0140757348807631e-7,1.6210762559935016e-7
-2.6511245658457865e-6,-1.3867172350912815e-7,-1.5698340256235233e-6,-4.415425709145739e-7,-7.47829581043825e-7,-9.915025383469875e-7,4.399148564047275e-7,8.089638574142594e-7,-1.9640902864305207e-6,2.3536824054539254e-6,-3.7017038794103407e-6,2.4505562308571915e-6,-4.442743771625111e-6,-4.581441560774224e-6,-4.877280354507879e-6,-4.361647249484138e-6,-4.1929680420313955e-6,-4.794805264408671e-6,-4.568927639933754e-6,-4.808966763376896e-6,-4.947853247290696e-6,-4.977831618845297e-6,-4.902704172130999e-6,-3.2888491545312777e-6,-4.397016107435069e-6,-4.227710213817583e-6,-1.8328592132148847e-6,-1.9345015906585193e-6,-1.1608623360924898e-6,2.0368407405976515e-7,8.595762478063198e-7,-1.9919162570112816e-6,-3.711726412923668e-6,-3.3754377570154465e-6,-4.576513376145649e-6,-4.896741339109889e-6,-4.379521912187913e-6,4.95726288642258e-6,-3.3050797574187473e-6,-3.942169244599306e-6,-2.2698334179779374e-10,1.0031201066424524e-7,3.869684655389718e-8,2.223806062531678e-7,2.3658066368099333e-7,3.0700325073336903e-7,1.9814737896951063e-7,1.3193251755052982e-7,8.186218553865265e-8,1.0889582059770932e-7
-2.374364114768071e-6,-1.5381294901772538e-7,-1.6318879901267609e-6,-4.905395050408888e-7,-8.044451224934404e-7,-1.0161832705394607e-6,3.707287629834707e-7,8.49282273113673e-7,-1.9237035135051114e-6,2.3045000385250686e-6,-3.6640726486282656e-6,2.456211609742628e-6,-4.4572131766339294e-6,-4.572436188945928e-6,-4.896503381675493e-6,-4.379313725579484e-6,-4.263743371542696e-6,-4.813757605156688e-6,-4.686196550838485e-6,-4.810520261704724e-6,-4.955363328121307e-6,-4.9790013657813175e-6,-4.950805297565582e-6,-3.2691432051498703e-6,-4.363806967477873e-6,-4.21296647956384e-6,-1.8878594397561814e-6,-1.7432386189187203e-6,-1.1810497851339291e-6,2.1119356169361037e-7,9.55592541114087e-7,-1.9353333837848785e-6,-3.6583163457715984e-6,-3.3621034659478105e-6,-4.5616523374697595e-6,-4.703811855478325e-6,-4.387342497863806e-6,4.989730370335559e-6,-3.2588392971180478e-6,-3.931919584711299e-6,-4.903639114720022e-9,8.211213292493203e-8,4.0697521845040204e-8,1.9987611464211376e-7,2.423392507122207e-7,3.03491700025265e-7,2.0676866125906524e-7,1.2369377972260083e-7,9.529008133209636e-8,1.3211131080360482e-7
-2.304138157052288e-6,-1.7158440870016763e-7,-1.6318024620429507e-6,-5.160391910387431e-7,-7.851620062166019e-7,-1.0753507906587785e-6,3.7061718920117936e-7,9.321806676313105e-7,-1.9517085489736732e-6,2.2704564799444116e-6,-3.63720276659406e-6,2.4255131450138024e-6,-4.46247332988076e-6,-4.572350172351596e-6,-4.8846529182949035e-6,-4.4293268917942225e-6,-4.248147528273127e-6,-4.828738051366766e-6,-4.589327244726322e-6,-4.825741811094805e-6,-4.963398407079317e-6,-4.984773572930096e-6,-4.9479677363482895e-6,-3.34320793439952e-6,-4.353669977320706e-6,-4.150003215190402e-6,-1.9585378048056786e-6,-1.7089300677804144e-6,-1.2249772326154843e-6,1.7894566271816894e-7,8.777263957737598e-7,-1.977778315274063e-6,-3.6594476515673306e-6,-3.3317776387378428e-6,-4.56829228624798e-6,-4.7064228690065435e-6,-4.404424234055798e-6,4.987182018339077e-6,-3.336264724912524e-6,-3.891861622751787e-6,4.1146083013167566e-9,8.339586935232254e-8,3.9308253491692456e-8,2.3456339881991042e-7,2.0402530327498778e-7,2.8738332202568697e-7,1.978140315799371e-7,1.5751732392257667e-7,8.096388280280562e-8,1.0926619952439221e-7
-2.5628593927207396e-6,-1.6231019670994744e-7,-1.7254151254972523e-6,-4.3190981784984714e-7,-7.889666781622489e-7,-1.0019215567328857e-6,4.388609185467642e-7,8.641907998642102e-7,-1.9548640732691076e-6,2.315766061405352e-6,-3.6738337792246087e-6,2.4814201681417734e-6,-4.4520226377912446e-6,-4.58965924064266e-6,-4.8628329418740095e-6,-4.402201038761427e-6,-4.294339198051367e-6,-4.836512100201995e-6,-4.774423607754518e-6,-4.813774957349476e-6,-4.947821722032014e-6,-4.980974630767971e-6,-4.8891690249451075e-6,-3.2755358451958994e-6,-4.3612986055648685e-6,-4.1686935793711395e-6,-1.90777078226489e-6,-1.7947982893780926e-6,-1.2128799251630896e-6,2.0206482952177996e-7,8.725408435653758e-7,-1.971552492508406e-6,-3.6565522493377554e-6,-3.338331955973004e-6,-4.599452242998219e-6,-4.863804570848157e-6,-4.413390979763995e-6,4.967044702776397e-6,-3.275581327962149e-6,-3.9224296396564535e-6,-3.4792240869545904e-9,8.934862463151236e-8,6.495312086335491e-8,2.524574045191535e-7,2.294884984352913e-7,2.830782391402129e-7,2.4631002754902027e-7,1.7233117571367506e-7,7.146055455144144e-8,1.2606030191702438e-7
-2.317989267493798e-6,-1.4465194135820572e-7,-1.6182842643848324e-6,-5.143044274905667e-7,-7.554737993274341e-7,-1.0357923146773949e-6,5.273432945498997e-7,7.836739085150874e-7,-1.944657575247077e-6,2.332376276016683e-6,-3.6562477595501695e-6,2.44493234453248e-6,-4.408407214701867e-6,-4.550495750592377e-6,-4.866610450708959e-6,-4.40014029477126e-6,-4.23409312143483e-6,-4.822135847810432e-6,-4.6630969329556215e-6,-4.818562595097422e-6,-4.957205080484548e-6,-4.983328946243678e-6,-4.936157806287714e-6,-3.2740851583992438e-6,-4.3732453965398554e-6,-4.147302441478555e-6,-1.925948104441128e-6,-1.8121334188722858e-6,-1.1446160513505574e-6,2.1228851448553142e-7,8.03689091321162e-7,-1.9435245534924117e-6,-3.661745147878541e-6,-3.290130523982582e-6,-4.569966038969242e-6,-4.826982940005044e-6,-4.416021792696246e-6,4.972779157360805e-6,-3.2539299545798117e-6,-3.916134069785396e-6,-2.0291608011212056e-9,9.004362052016596e-8,4.7822331625471256e-8,2.5422593161802666e-7,2.616585937496938e-7,3.2158431307724117e-7,2.109965917172275e-7,1.963864994873092e-7,6.781683486848858e-8,1.2681755166040862e-7
